Column_A,Column_B
6.55,3.72
9.11,0.24
4.79,6.05
9.47,8.99
2.93,9.61
6.03,7.97
7.75,8.21
8.29,8.63
3.08,7.68
0.41,0.75
3.13,9.5
1.4,4.74
9.58,1.27
4.1,0.71
6.16,3.71
1.8,6.39
6.9,0.52
6.05,7.36
6.48,8.5
4.33,5.64
3.19,3.36
1.57,2.98
1.06,0.68
0.99,6.4
0.56,1.46
3.22,1.58
8.63,6.13
6.58,3.35
3.0,7.42
4.11,4.6
8.6,2.76
3.71,2.05
7.32,8.27
3.36,3.93
0.92,9.32
0.33,9.87
5.39,4.88
1.63,8.07
3.93,3.08
6.24,5.47
8.78,8.05
6.65,6.41
7.01,9.94
3.15,8.89
3.45,9.87
5.46,1.89
8.8,2.02
8.45,3.32
7.29,1.88
6.34,7.33
5.75,7.89
8.59,9.41
6.89,2.88
2.17,3.18
4.86,0.19
6.22,6.81
7.78,8.47
0.13,7.46
3.31,3.62
3.25,9.8
0.07,5.14
9.13,2.93
1.68,6.01
6.23,3.93
3.0,6.4
8.08,7.55
1.04,9.94
9.64,0.65
4.62,4.66
2.48,3.88
2.06,1.24
7.01,3.19
1.17,6.8
0.41,3.59
7.64,2.93
8.05,7.04
3.56,3.27
0.22,5.09
5.68,8.96
0.04,2.67
8.28,3.44
8.1,2.87
3.33,4.01
6.45,1.58
6.55,9.38
1.03,5.52
3.03,1.32
8.54,4.53
0.16,0.61
3.82,0.83
3.47,8.35
8.47,8.59
9.62,1.62
4.07,8.72
1.02,5.85
8.88,2.97
4.77,7.53
5.37,5.95
6.91,7.54
8.73,6.84
7.71,5.28
4.8,8.08
7.0,2.01
2.56,2.71
2.3,5.92
5.08,2.83
3.23,6.89
0.37,9.81
7.1,9.15
3.91,1.97
9.3,9.14
9.32,1.89
0.06,3.95
9.6,1.24
6.22,1.97
7.61,7.16
9.21,6.39
6.03,1.89
8.44,3.78
3.49,8.81
8.77,3.3
3.04,9.37
6.95,4.54
7.67,1.24
4.07,0.99
2.59,0.32
1.54,3.27
9.15,8.0
5.84,1.65
4.38,8.48
7.66,9.68
2.01,8.72
5.13,6.52
9.81,4.14
1.2,9.76
2.13,7.71
1.36,8.44
1.53,4.64
9.3,4.02
0.21,5.92
1.57,1.21
4.25,0.26
4.91,4.96
0.67,2.55
9.33,4.6
2.55,0.54
4.83,3.76
4.36,6.07
1.31,2.18
3.85,4.92
4.3,4.97
6.12,7.54
4.18,5.12
3.27,0.72
4.53,1.63
8.57,2.54
0.29,9.78
5.46,8.46
5.63,7.38
8.82,0.35
1.64,6.07
1.62,2.65
7.49,0.87
0.32,6.65
1.13,5.72
4.78,9.05
7.27,4.98
8.36,7.26
9.7,2.28
0.07,6.3
4.33,7.22
3.36,0.78
1.75,1.11
9.86,8.66
3.19,7.97
4.82,1.47
8.04,5.93
4.22,0.92
3.0,9.44
1.98,3.11
2.41,9.26
1.31,2.54
4.13,4.13
4.68,2.64
0.31,2.96
4.22,1.34
8.72,4.72
9.18,0.27
4.95,0.43
9.85,8.58
7.06,6.11
6.43,1.11
8.15,0.38
9.58,6.33
6.0,9.23
6.4,3.4
5.44,1.73
4.49,8.23
6.45,9.14
2.03,8.46
1.35,8.06
0.87,6.64
0.39,3.01
7.36,5.14
7.41,9.02
5.81,8.82
6.89,5.64
3.55,8.55
3.59,8.12
7.36,4.81
9.9,1.61
8.66,2.94
1.98,0.02
2.08,7.93
2.22,0.18
1.26,3.14
8.29,0.28
8.26,8.69
3.33,0.14
6.46,7.87
1.64,4.33
1.02,1.59
0.41,8.91
9.36,7.53
8.12,0.36
9.65,0.04
4.77,5.19
3.97,4.23
9.17,9.27
3.6,9.07
0.89,2.02
1.98,2.51
1.48,8.07
1.33,5.16
3.3,2.17
2.82,7.63
3.01,9.0
7.16,2.61
7.19,0.9
3.88,3.74
0.78,1.01
2.4,0.4
1.18,6.29
7.69,6.4
0.3,1.05
9.46,5.76
3.36,0.71
5.34,0.43
2.89,1.51
2.63,9.15
5.57,6.08
1.52,1.04
2.05,6.14
4.37,9.12
0.74,2.36
6.39,5.9
2.5,4.67
9.8,5.48
8.8,4.22
4.65,2.23
8.02,5.75
3.38,2.11
1.07,7.45
9.41,8.43
7.68,8.31
2.16,9.16
5.73,1.15
3.94,8.46
6.47,6.26
3.73,2.06
4.04,6.63
0.78,3.86
0.15,6.29
7.47,5.15
7.92,7.51
5.99,9.06
4.37,4.65
3.01,2.96
9.57,6.8
3.98,5.71
5.58,0.03
0.7,6.59
0.41,4.0
5.62,2.65
4.22,6.93
3.66,6.36
4.65,0.55
5.41,5.35
5.34,3.15
3.34,9.14
9.16,3.95
2.39,4.22
9.59,0.21
0.23,4.67
1.96,6.96
8.3,6.88
8.21,5.52
8.26,5.1
2.98,8.31
8.24,1.51
6.62,7.58
9.92,0.17
4.22,8.3
9.39,5.3
8.11,8.08
6.82,6.62
1.04,6.33
0.95,5.92
0.58,5.06
5.28,2.08
2.97,3.38
9.58,9.64
2.32,9.01
0.02,9.4
9.66,1.37
8.11,5.25
1.85,5.63
1.3,0.12
6.11,3.35
5.32,2.33
8.21,8.6
4.29,5.27
5.46,9.7
4.83,7.86
7.13,1.88
1.24,0.75
9.41,2.75
1.86,4.34
4.9,5.57
4.08,9.55
1.19,3.78
8.09,8.78
0.33,7.12
5.78,7.63
7.76,1.04
3.67,3.3
7.18,3.91
1.81,6.38
4.28,9.56
3.32,9.88
3.56,4.17
2.82,1.65
5.0,3.32
9.83,3.35
5.91,7.43
2.84,7.24
1.42,4.08
9.75,4.09
0.07,3.23
7.09,6.41
4.75,1.25
7.03,2.1
4.38,2.9
2.29,9.62
8.56,5.67
0.69,2.89
3.46,9.64
5.92,9.42
5.17,5.46
4.34,7.27
4.41,6.1
4.34,9.21
6.02,4.62
9.48,8.36
2.22,0.36
8.46,6.87
9.04,1.8
1.25,0.44
4.2,8.51
4.78,6.11
4.35,5.96
0.68,0.94
8.76,5.92
1.52,8.99
6.03,9.71
3.69,3.59
6.6,2.19
8.48,5.78
9.07,8.14
7.03,0.51
0.98,2.56
2.86,2.84
8.07,4.43
8.18,9.35
3.37,1.36
2.48,0.94
7.5,5.87
5.98,5.14
0.93,6.76
0.74,3.47
9.54,0.69
0.97,4.82
1.17,4.64
5.57,4.33
9.56,2.43
2.52,6.7
3.01,5.49
6.01,8.23
2.52,4.64
6.59,7.6
8.36,3.73
5.62,0.87
6.65,8.91
2.2,2.71
9.11,6.46
4.77,1.18
9.45,2.27
2.99,6.5
4.28,2.49
3.22,5.45
9.41,5.33
9.15,0.71
1.78,9.33
2.58,4.97
0.63,8.47
3.08,9.37
4.3,2.8
1.53,0.73
8.44,3.36
9.0,1.0
9.27,1.25
6.61,8.32
2.03,4.63
5.72,2.68
4.64,1.62
1.42,8.46
6.55,9.91
8.55,5.08
9.24,3.3
3.34,5.46
0.17,2.71
2.55,0.27
3.71,3.7
1.29,9.66
3.6,4.5
4.95,4.01
6.11,2.66
0.02,1.65
3.82,1.12
1.92,5.26
7.57,4.42
7.07,8.67
0.3,4.81
9.42,3.33
8.7,8.53
6.53,5.35
6.51,5.43
1.92,4.84
6.82,1.83
3.44,9.96
6.41,3.61
2.03,3.19
3.02,0.71
1.69,4.6
4.39,7.08
8.92,5.45
0.88,6.83
5.26,5.78
9.19,0.71
9.88,7.11
9.09,8.06
3.11,8.38
6.07,2.08
5.67,4.03
9.52,1.92
1.79,7.04
1.06,9.8
2.45,1.91
1.12,3.14
8.55,1.34
6.19,3.59
3.47,0.6
4.71,5.61
8.13,2.2
1.61,1.19
3.47,3.21
4.02,9.08
5.65,2.98
4.74,5.78
5.84,5.53
9.95,6.41
6.4,6.07
0.55,1.12
5.59,6.02
5.87,0.68
9.57,2.11
9.15,2.9
4.38,4.56
3.24,2.54
1.2,0.39
1.26,6.17
6.03,7.45
5.83,2.02
4.99,9.04
0.38,5.56
4.65,5.95
6.84,0.19
8.97,8.64
3.52,6.36
0.63,9.95
8.81,8.05
1.29,4.47
3.7,0.07
8.11,7.87
2.25,8.9
5.27,5.49
7.23,5.94
4.51,0.82
9.29,3.99
9.12,7.6
3.79,1.64
4.85,5.0
7.13,4.8
2.42,5.5
2.35,1.93
4.91,2.65
0.8,7.65
8.93,3.17
3.38,2.17
5.41,8.59
2.48,8.0
5.9,3.72
5.72,0.93
6.88,6.63
5.25,0.62
2.49,6.62
3.49,3.07
1.51,6.37
6.82,8.73
2.94,8.46
8.59,1.14
1.72,6.64
4.29,9.35
0.38,7.91
4.46,1.8
5.54,5.26
7.94,7.21
2.46,6.28
6.18,9.18
4.75,9.29
9.93,3.23
7.51,7.99
4.95,2.17
7.52,7.68
0.33,8.3
9.83,8.93
4.88,2.32
1.63,7.69
3.35,9.86
9.66,8.55
6.11,2.13
0.38,5.24
7.68,3.07
0.7,2.42
3.23,6.59
5.71,0.38
2.13,8.12
7.5,5.56
3.1,1.39
4.98,0.29
8.25,6.88
8.94,6.73
1.49,2.05
9.66,5.33
3.03,1.33
8.98,4.66
4.76,6.51
7.72,4.12
7.3,7.53
1.8,5.39
7.44,1.7
7.87,3.83
0.15,3.66
8.46,2.92
4.88,1.2
9.35,9.2
0.5,1.18
7.91,3.03
6.72,5.16
6.85,5.5
3.34,4.24
0.93,9.99
6.56,7.39
2.55,7.68
9.72,5.26
7.74,5.57
4.87,9.5
4.21,1.45
4.26,8.93
6.12,3.39
5.42,8.76
8.26,2.84
5.71,3.81
7.82,5.29
6.69,5.64
8.58,9.29
2.1,2.21
9.65,1.07
9.86,8.94
3.15,9.48
6.59,9.45
2.33,4.67
5.7,4.76
1.82,4.37
3.49,7.8
8.74,3.37
0.91,9.99
8.71,1.15
3.54,0.44
1.9,7.59
1.81,1.28
7.52,6.86
6.16,5.72
7.19,4.32
5.63,0.55
4.36,0.39
6.64,7.01
2.37,6.92
6.92,9.94
3.41,2.87
4.75,0.58
4.84,7.55
0.85,9.42
7.97,1.79
8.41,0.85
9.86,3.63
7.04,3.34
8.95,5.52
6.89,8.82
1.1,8.11
4.55,3.79
6.92,1.97
0.11,7.4
1.82,3.71
0.89,1.18
9.48,0.03
1.74,7.25
3.1,7.44
0.71,4.29
2.4,0.94
3.29,9.99
2.27,9.41
3.56,9.31
1.03,4.06
0.57,3.63
1.65,8.18
2.06,1.5
1.7,2.84
5.57,9.43
8.91,3.65
7.93,2.19
4.35,5.35
3.64,3.37
7.61,6.08
8.34,5.33
1.09,0.29
4.53,1.18
9.87,5.17
6.28,0.54
7.59,1.16
8.0,6.87
7.49,5.95
8.78,5.23
6.37,4.81
1.55,1.89
0.37,2.36
1.68,2.47
3.05,1.33
0.57,4.44
2.91,2.81
1.51,7.17
7.26,8.74
2.9,3.89
5.63,0.03
9.36,7.42
8.11,0.82
4.98,2.58
8.89,7.78
0.08,2.81
3.75,4.54
0.02,0.47
2.76,0.3
1.92,8.38
7.43,9.14
3.39,8.91
7.58,7.87
0.88,7.03
6.12,8.38
9.26,7.28
3.45,0.21
4.22,5.47
8.45,5.18
0.55,0.54
8.28,3.94
1.37,2.33
4.67,6.98
7.46,5.05
3.66,4.46
7.54,8.69
2.43,9.34
8.02,5.97
4.87,5.26
4.44,1.46
8.31,5.81
7.15,5.68
9.75,7.46
4.01,4.81
9.85,5.93
7.93,3.7
9.9,1.44
8.32,7.2
1.77,2.64
6.79,2.08
1.7,7.37
5.09,5.73
5.12,8.21
9.19,0.19
2.07,2.4
4.79,9.9
6.19,8.69
2.04,5.98
7.71,5.83
7.34,8.29
7.17,8.34
4.54,0.04
1.42,1.47
8.82,6.17
1.93,1.86
4.26,3.77
9.93,6.43
4.77,7.3
3.58,7.03
8.75,2.14
6.73,6.04
2.86,4.11
7.52,0.99
8.71,9.22
8.0,0.43
7.89,4.17
8.29,8.61
5.91,5.13
4.49,5.11
9.04,2.27
7.11,7.81
3.55,5.52
3.01,1.59
9.29,9.61
9.66,5.37
5.98,4.12
9.34,9.42
8.74,6.72
1.99,2.76
6.49,1.56
7.26,6.25
2.36,3.4
2.4,1.73
9.34,7.61
6.1,9.96
4.79,0.46
9.58,9.38
7.04,7.18
4.02,4.05
0.15,6.31
6.15,9.37
1.93,1.29
1.38,2.93
5.75,8.48
0.39,4.09
3.55,3.89
9.7,0.04
6.99,6.03
0.25,4.43
4.22,8.84
1.43,9.22
9.46,8.98
8.47,4.06
8.42,0.12
7.66,7.77
4.77,1.95
8.32,9.56
8.6,0.0
8.78,5.96
3.7,4.33
2.07,9.0
8.94,1.47
9.66,0.49
1.86,6.4
7.68,7.19
8.73,6.25
6.4,8.02
3.54,5.39
6.36,0.08
7.42,8.8
4.33,9.86
8.01,5.76
4.91,9.35
9.21,0.18
9.17,1.21
2.19,6.06
8.64,4.26
1.46,7.03
5.4,9.52
4.7,4.99
0.52,5.94
4.3,8.4
7.29,7.6
9.34,1.99
5.48,5.2
3.71,5.79
0.97,3.05
5.76,5.04
8.37,9.52
9.35,0.21
8.75,4.11
1.76,4.45
7.28,1.75
2.79,4.14
8.34,8.08
4.17,2.22
5.52,7.76
4.88,0.54
9.24,0.28
8.89,0.12
0.11,6.85
9.08,3.4
3.95,7.87
2.46,1.13
2.31,3.44
4.8,3.25
0.2,3.97
9.51,9.62
8.41,9.71
2.6,8.19
4.54,9.43
5.67,8.64
2.64,6.49
3.37,3.54
6.45,7.25
0.88,8.36
4.78,1.96
2.0,9.4
7.91,5.7
0.02,6.42
3.87,6.31
6.29,7.9
7.95,4.44
9.4,3.52
7.05,4.43
4.64,3.98
2.56,5.53
3.71,8.66
7.9,4.49
6.9,9.25
8.97,8.83
3.13,1.95
7.34,5.81
0.28,9.63
9.9,7.3
0.12,9.19
9.51,1.9
3.62,2.86
2.35,5.14
5.24,6.14
7.72,0.79
0.16,1.44
1.93,1.82
0.61,2.19
3.86,9.89
3.86,7.36
4.31,4.22
3.8,2.83
1.13,5.72
0.1,8.44
4.7,4.68
2.51,6.74
1.81,5.32
2.08,9.1
8.67,4.52
8.06,8.48
9.84,9.34
4.24,7.04
0.21,1.1
4.3,6.21
2.35,5.41
3.78,8.8
2.53,0.4
1.54,5.49
8.91,8.11
1.72,8.89
3.27,1.91
7.96,1.82
7.69,6.28
5.46,2.18
0.22,3.33
1.56,2.27
1.1,1.45
8.14,1.8
3.81,5.14
2.19,4.9
9.27,4.14
9.95,4.18
5.75,9.36
9.21,2.86
8.75,7.83
8.86,5.85
6.62,0.08
3.76,3.52
4.07,0.92
1.64,5.15
4.76,0.66
0.72,5.17
6.17,3.6
8.27,4.01
3.82,8.1
2.26,9.65
2.08,6.14
6.43,5.81
7.79,7.81
6.46,8.95
1.95,0.52
7.04,1.15
9.58,8.82
4.6,1.98
0.17,2.66
6.53,6.77
0.46,8.0
1.34,4.14
1.13,3.62
9.15,7.29
0.31,5.65
4.33,4.24
7.75,6.36
0.78,4.38
5.52,1.79
9.65,1.66
2.98,0.49
8.85,9.52
0.93,5.51
6.6,7.38
4.68,4.32
9.18,9.49
3.35,5.67
2.79,4.47
4.21,7.42
1.4,1.9
5.08,2.06
9.81,3.87
3.28,8.52
0.55,5.17
5.55,1.01
7.04,6.32
5.29,3.69
5.46,9.53
9.09,0.75
9.34,7.46
2.54,8.53
3.92,9.26
7.79,0.61
3.63,2.08
9.33,4.1
0.23,2.52
0.28,1.75
0.4,4.03
5.83,4.86
3.93,6.15
6.98,2.58
9.19,6.98
1.48,6.06
4.23,8.15
4.62,3.93
4.56,5.43
9.39,8.5
0.15,2.9
5.42,3.48
3.93,3.68
4.76,5.88
3.94,0.63
8.91,3.87
2.89,3.06
9.69,7.45
1.52,1.13
7.4,3.65
5.28,3.68
6.56,7.71
3.8,7.87
8.8,7.04
4.86,6.13
3.17,9.82
9.35,3.2
7.6,2.49
8.58,6.71
3.6,6.35
8.93,8.17
6.65,7.44
6.67,6.74
8.51,8.29
8.41,9.75
4.09,2.6
4.4,9.61
2.69,3.32
0.02,6.45
3.53,7.25
4.56,4.29
9.9,4.3
5.12,2.91
3.58,1.19
9.44,5.81
4.94,5.1
8.2,3.6
3.82,3.69
2.07,0.89
3.15,6.17
1.53,5.82
4.66,3.9
5.84,7.92
0.43,8.46
9.14,0.44
5.22,3.74
4.82,9.62
5.38,1.43
2.67,3.46
7.78,5.04
9.79,8.24
3.56,0.15
5.91,7.37
3.42,0.46
5.03,6.93
5.08,6.91
8.11,9.41
2.07,6.05
0.25,7.29
5.89,3.65
7.13,4.35
9.67,1.73
3.44,9.92
3.65,0.68
6.55,8.26
3.2,9.28
2.72,6.24
0.2,6.6
3.31,7.79
2.85,5.05
9.24,2.67
6.4,6.48
6.07,8.32
6.37,5.01
4.58,0.43
7.69,1.25
6.02,2.41
8.85,8.47
1.21,5.66
6.76,2.1
3.35,4.46
3.55,7.88
4.56,0.99
4.96,7.47
1.67,6.57
4.73,7.73
8.42,6.06
1.47,9.41
0.88,4.04
5.84,3.53
6.39,5.51
5.9,7.31
7.22,7.64
7.47,8.93
4.32,5.61
8.3,1.05
7.65,9.0
4.76,1.77
7.66,9.41
5.16,6.09
0.89,2.02
1.76,6.64
7.56,3.0
2.31,2.59
9.41,0.05
2.42,5.54
2.32,0.72
9.93,3.23
2.8,9.71
9.13,7.17
8.73,3.91
0.98,9.23
2.97,3.67
8.49,7.31
2.7,5.2
8.12,5.34
1.42,7.06
3.46,1.36
6.02,6.89
3.92,0.8
8.69,5.01
6.1,5.54
5.23,7.53
8.7,8.47
9.02,3.69
9.53,7.84
0.6,4.6
8.76,0.72
8.51,3.87
4.43,4.52
1.8,5.87
7.79,4.32
8.91,3.2
2.98,7.65
5.84,1.78
7.52,0.73
1.84,1.36
5.32,8.38
2.25,6.7
1.74,2.89
5.5,7.88
6.98,7.86
4.06,7.08
4.79,1.67
0.38,0.3
5.99,6.59
2.78,7.62
1.58,6.04
8.06,4.94
1.61,2.62
6.32,6.43
1.14,3.77
8.35,2.79
0.85,5.32
5.21,0.99
2.53,8.7
7.49,0.29
9.55,2.0
2.3,5.57
9.14,9.44
0.96,1.55
6.64,9.42
7.06,0.06
0.21,4.4
8.57,7.85
7.0,8.09
8.09,0.21
2.69,7.0
0.36,7.77
2.17,8.83
9.26,9.22
3.06,8.79
9.32,2.25
0.41,4.68
5.84,8.65
4.88,2.23
2.54,0.06
9.26,6.52
8.98,8.11
8.43,4.95
6.81,6.94
2.02,1.3
1.12,7.99
1.98,2.41
6.41,2.71
6.22,0.84
1.49,2.68
4.49,7.34
3.89,2.04
6.45,4.14
3.64,4.75
8.0,9.99
7.85,0.59
0.26,9.74
1.8,8.56
0.68,9.83
8.14,9.19
9.53,8.25
7.3,8.39
3.68,1.9
8.24,4.87
8.42,5.56
6.07,3.95
2.53,1.0
7.75,2.01
7.99,4.94
3.36,6.95
8.69,1.62
6.23,9.04
5.18,8.71
6.64,9.75
1.12,4.88
3.81,3.12
4.49,0.05
2.9,5.84
1.86,8.15
1.24,8.98
7.09,8.11
9.17,1.86
2.77,2.29
6.12,0.73
2.18,5.84
5.89,8.57
2.51,5.41
4.23,8.7
4.7,8.67
6.38,8.57
8.6,2.43
8.61,5.63
0.12,0.43
0.37,3.82
2.59,6.31
2.76,1.52
1.2,8.67
2.52,3.37
3.48,8.28
1.16,4.6
8.96,4.88
3.15,6.56
3.33,4.64
0.14,7.96
1.7,3.02
1.03,9.57
1.95,0.52
6.82,2.2
1.04,3.2
8.4,6.57
0.85,6.12
3.52,2.99
2.38,4.31
9.33,7.85
7.14,3.07
4.21,7.57
9.62,1.85
7.07,6.74
3.85,4.87
4.56,5.17
4.39,8.74
1.32,9.99
7.73,1.57
5.56,9.08
0.45,3.55
6.39,1.08
3.56,7.97
8.96,1.63
4.2,3.1
8.53,2.89
8.12,2.86
2.43,2.51
8.39,9.14
0.8,9.03
8.65,5.3
0.86,4.52
1.16,8.56
8.18,5.33
6.91,2.88
4.1,1.93
6.94,2.58
7.93,1.62
4.59,4.25
6.85,1.48
2.21,5.96
8.68,3.57
3.04,3.93
6.92,3.79
1.46,8.8
4.64,1.67
1.22,1.33
1.67,1.96
8.1,2.63
6.93,1.96
4.39,4.49
5.68,6.74
1.89,2.33
2.99,7.28
0.92,6.0
0.51,2.45
7.66,5.11
0.48,6.8
0.91,7.27
9.98,4.23
8.6,5.08
0.43,5.22
9.87,1.95
5.39,9.38
5.69,1.98
4.17,1.19
2.98,9.71
8.45,3.03
9.98,3.93
5.57,2.2
9.8,2.77
7.76,5.51
6.19,4.0
6.89,6.99
6.75,5.75
1.77,7.95
1.7,2.55
6.95,5.23
0.98,0.58
2.0,1.41
5.61,5.85
9.14,6.01
2.81,4.59
9.83,0.8
4.68,1.66
1.91,9.31
1.56,4.12
6.26,3.46
3.93,8.81
8.72,3.69
9.21,8.06
0.77,0.33
4.59,3.53
0.51,8.01
1.24,6.89
9.42,1.37
1.64,5.07
9.9,1.62
7.86,6.53
0.21,5.47
7.18,1.12
3.71,3.42
7.75,4.95
1.91,1.67
4.9,4.97
1.18,5.63
4.16,4.02
0.28,5.43
6.38,6.55
1.24,7.19
5.36,1.81
0.86,9.88
3.36,5.93
1.27,2.24
1.93,7.07
2.95,0.88
2.71,9.23
2.54,0.13
0.26,6.67
7.34,9.9
8.61,1.5
6.01,3.97
9.66,8.76
8.02,5.0
7.14,5.77
7.32,4.77
3.29,5.67
5.89,0.86
2.2,8.86
8.6,6.11
8.26,4.68
8.42,9.36
7.3,9.29
9.69,4.22
7.68,0.38
1.09,1.67
0.09,3.27
3.62,2.1
5.6,9.45
2.99,3.04
8.71,7.19
2.48,7.72
8.32,7.09
8.72,8.6
4.35,2.26
6.45,8.47
2.17,1.27
4.76,4.33
7.59,0.25
2.03,4.32
8.44,8.72
0.29,8.75
3.55,8.96
6.38,3.22
2.85,4.89
0.61,0.82
8.43,9.35
3.11,4.52
9.75,0.81
4.58,6.93
0.93,6.93
6.91,9.93
8.11,2.33
3.32,4.15
5.23,6.55
3.75,2.53
4.32,7.05
2.92,1.97
7.22,1.13
3.87,0.04
1.18,3.07
0.73,7.38
0.64,5.58
8.76,8.99
5.44,3.68
4.5,9.27
4.77,1.03
5.94,5.78
1.08,0.43
0.37,7.6
3.8,0.91
4.41,1.67
8.42,3.22
9.48,1.6
3.62,6.26
5.26,8.13
2.7,7.85
7.89,1.92
0.33,1.54
7.32,8.14
8.17,7.38
5.2,6.45
4.31,9.25
