Column_A,Column_B
4.34,7.34
9.22,3.48
0.54,9.1
1.85,1.47
4.99,0.44
8.74,3.67
8.16,8.22
1.78,4.23
9.57,9.83
8.23,5.75
8.88,8.76
3.41,0.86
2.09,5.17
1.94,7.32
1.52,5.96
7.0,2.89
0.65,0.76
3.03,8.57
3.41,4.3
8.48,2.6
1.21,6.49
3.81,6.53
6.85,7.63
6.73,5.98
2.56,5.05
7.11,0.36
6.6,2.06
3.24,9.54
5.05,4.74
9.08,2.74
2.69,4.74
8.27,6.6
8.92,8.43
0.08,9.61
7.23,7.87
3.36,4.38
2.64,9.01
4.58,4.8
7.45,7.32
9.06,7.05
7.93,2.22
8.76,2.04
3.33,0.22
4.46,3.07
5.75,5.76
2.39,6.46
8.34,6.56
3.5,2.82
9.97,7.02
7.74,1.12
6.04,5.11
8.91,4.01
4.6,4.53
5.86,0.4
5.62,9.74
5.59,7.06
5.51,7.72
1.52,0.28
1.41,2.17
9.6,8.1
7.29,9.52
0.35,4.58
7.07,8.52
2.16,5.38
9.37,4.05
3.34,6.08
9.44,5.47
1.93,3.38
2.99,7.57
7.64,9.42
0.91,3.77
4.37,9.41
4.92,4.87
0.75,7.03
3.74,9.7
9.59,9.89
0.37,8.7
6.33,0.26
8.49,6.05
4.89,2.14
5.06,2.17
9.99,6.55
1.96,6.05
7.67,7.58
7.34,3.85
0.43,7.81
0.47,8.76
1.95,3.89
2.24,2.91
6.62,2.35
4.3,0.86
9.23,0.6
8.7,1.12
3.77,1.93
2.1,0.3
3.3,5.64
3.16,2.23
1.29,2.21
1.6,3.41
6.66,9.28
2.4,9.5
9.45,0.52
6.91,8.13
9.82,4.13
5.0,4.79
2.39,4.6
6.12,2.02
3.23,8.2
9.52,5.57
1.47,6.48
6.61,2.33
3.39,8.86
1.85,6.6
0.37,4.07
3.34,0.48
9.25,0.07
2.99,7.63
3.52,3.46
4.36,3.86
0.31,6.18
8.94,5.09
8.9,5.97
6.94,2.31
3.74,4.08
8.51,8.01
3.86,4.59
1.75,5.32
1.64,9.55
8.31,6.59
3.57,0.72
1.96,1.38
2.02,7.24
3.29,9.1
2.73,5.88
6.73,0.57
3.58,5.93
4.75,1.92
4.64,7.35
9.93,2.97
8.59,2.41
6.34,5.25
3.15,4.84
8.49,0.12
1.71,8.13
2.04,6.27
8.57,1.84
3.41,6.33
4.87,8.1
0.13,2.82
9.49,7.61
6.47,8.94
5.67,3.42
3.67,0.88
3.9,4.72
5.62,9.77
7.6,1.11
3.15,9.03
4.35,8.68
9.66,1.29
6.01,6.15
0.52,7.0
7.06,5.81
1.68,5.23
8.22,1.37
3.56,0.82
4.18,2.78
5.66,7.89
0.32,7.76
7.21,6.8
3.45,9.02
9.39,6.23
6.94,0.11
8.44,7.46
9.53,1.33
0.42,0.79
8.42,2.71
9.26,8.61
4.81,1.1
8.66,8.04
4.62,8.84
9.58,4.46
9.79,6.56
6.99,9.41
1.05,4.03
5.86,0.53
1.08,0.35
1.87,8.68
1.45,2.07
2.36,9.39
4.97,6.39
6.97,6.12
2.8,4.2
2.9,1.32
5.78,5.6
8.44,8.17
7.31,3.34
0.26,3.8
2.51,5.03
0.36,7.38
5.2,4.65
0.57,1.67
3.38,4.3
7.55,6.38
0.56,0.16
9.43,5.5
7.64,8.54
7.58,3.74
1.9,2.86
4.57,8.2
6.05,0.48
2.04,6.76
5.41,3.0
0.94,2.02
8.64,5.44
3.19,7.54
5.2,4.85
8.48,6.81
5.86,2.02
8.69,7.57
9.96,0.21
8.24,0.53
9.93,7.95
2.61,6.35
5.42,4.46
8.17,1.73
9.29,5.67
1.27,2.34
2.88,4.3
1.74,1.01
1.41,1.45
6.34,3.09
9.27,8.83
7.4,9.67
6.76,7.45
4.01,0.16
2.78,6.31
7.47,4.16
7.2,9.86
4.58,0.42
6.8,7.6
8.77,8.44
3.81,4.02
0.4,0.05
4.85,3.4
9.62,2.76
5.38,0.75
4.52,7.63
7.71,7.51
0.78,1.49
1.55,9.48
0.49,7.0
2.66,7.17
3.79,6.86
3.59,7.67
7.2,0.04
6.77,4.58
9.65,0.47
9.2,1.65
9.9,4.07
5.46,0.35
9.5,8.84
1.38,4.69
8.11,5.53
2.23,2.38
5.5,1.63
8.09,3.8
5.7,6.24
7.14,3.08
3.16,3.11
0.7,5.38
4.03,0.45
8.81,2.76
7.51,6.49
8.15,0.03
0.13,9.16
3.03,5.05
1.49,3.14
5.88,6.63
5.97,7.99
2.82,1.32
9.68,3.11
3.17,6.48
4.39,1.2
3.94,7.85
0.21,2.64
1.84,0.81
8.67,8.3
2.97,8.24
4.0,8.14
2.85,8.65
5.07,7.59
2.21,9.95
6.38,6.65
0.8,7.11
7.44,4.09
0.1,9.17
0.96,5.1
7.35,1.16
8.37,8.84
6.35,5.66
0.32,2.5
2.85,0.63
1.81,0.66
8.81,5.56
4.14,2.4
6.09,2.1
5.49,1.92
9.34,9.86
2.92,1.39
1.14,7.62
5.0,9.84
9.84,4.09
8.52,0.21
9.52,0.05
0.05,6.4
0.75,7.04
5.27,0.8
9.09,0.52
5.33,9.14
7.44,7.24
4.91,0.72
2.27,4.7
8.12,1.83
2.54,7.27
0.25,8.61
1.14,8.3
9.01,1.21
3.15,0.38
7.33,9.28
7.43,9.59
5.27,4.47
3.62,0.41
4.1,1.5
7.96,5.16
4.79,5.45
6.41,2.87
9.47,0.95
7.89,3.34
1.32,9.54
4.15,9.38
6.15,0.08
3.21,7.96
9.71,3.9
5.48,4.53
7.46,4.67
3.32,5.93
0.23,4.02
8.59,0.99
5.29,0.96
8.91,3.25
8.8,0.17
0.11,1.11
5.31,7.64
4.25,5.98
4.84,8.26
3.78,4.11
3.52,1.41
5.9,2.02
8.46,0.12
2.68,1.81
9.78,5.17
3.79,4.47
3.3,8.05
4.69,7.1
2.76,5.8
6.58,3.29
7.31,2.61
0.08,8.98
5.43,7.22
8.27,0.0
3.26,1.02
1.94,2.29
8.81,8.63
1.03,0.88
6.44,4.54
9.7,8.89
8.57,2.13
6.48,0.66
6.6,9.25
3.57,3.75
5.87,8.49
6.61,0.94
0.49,3.94
1.06,6.66
4.9,1.34
4.54,5.45
4.3,7.51
3.78,4.26
5.84,3.43
8.03,6.38
7.81,9.87
4.1,7.24
0.27,9.18
0.19,3.99
7.79,1.06
8.07,8.54
2.5,3.35
1.73,1.98
6.71,0.84
1.1,5.56
8.28,8.6
9.08,1.44
8.96,4.01
0.32,3.01
2.67,7.01
8.71,7.94
0.36,8.87
3.15,7.99
7.53,9.06
2.64,4.6
7.3,1.5
7.02,3.33
8.57,0.58
2.58,1.23
8.5,0.18
5.32,3.34
5.42,4.94
9.18,3.73
1.03,7.65
4.3,6.84
0.03,8.03
1.73,5.03
5.94,6.18
7.66,4.91
6.41,1.38
1.32,1.73
0.77,4.3
4.63,7.58
0.34,6.93
3.93,2.69
2.7,5.73
7.7,5.97
8.22,1.25
3.78,7.57
3.2,2.19
5.49,3.96
0.95,4.61
4.26,9.32
5.97,2.38
2.54,9.69
3.09,5.81
6.08,1.3
0.07,4.76
4.66,0.99
3.81,3.12
0.19,8.91
1.7,6.91
8.66,9.31
9.71,3.68
3.26,6.87
8.65,6.61
2.52,8.35
5.76,7.57
8.92,3.73
0.81,6.34
4.45,9.91
5.25,2.97
2.0,0.89
8.85,2.14
9.89,0.59
4.52,2.09
6.66,1.72
1.11,6.3
5.31,4.81
3.94,1.8
8.89,5.3
2.12,7.7
4.27,6.88
6.63,6.97
6.87,8.91
3.56,6.35
0.58,7.17
5.6,1.92
5.15,6.24
9.14,2.18
3.9,5.19
7.08,7.35
7.25,5.24
7.06,1.13
1.7,6.38
9.36,9.98
1.46,0.11
6.64,4.05
6.89,1.68
6.6,2.95
4.2,0.79
7.97,1.13
6.67,9.63
4.71,8.17
3.47,6.99
6.21,4.91
6.91,4.49
7.17,9.58
2.4,2.38
1.9,2.11
3.14,7.65
4.49,4.51
1.15,7.2
7.28,2.49
0.27,3.25
5.89,0.25
1.28,0.09
8.21,2.77
2.3,1.65
6.85,0.97
3.62,6.7
8.23,1.69
4.64,5.62
7.38,9.87
5.2,0.55
6.24,3.98
7.6,4.89
7.59,8.94
4.38,5.7
4.74,8.34
4.5,1.01
9.96,1.31
8.33,3.39
9.76,4.25
1.23,2.22
6.27,2.71
3.25,4.7
8.37,0.43
1.78,7.78
2.74,9.78
9.62,0.99
2.53,0.88
2.1,0.82
6.88,0.11
5.96,1.59
7.97,4.2
5.08,3.59
0.25,9.16
8.32,2.1
2.48,2.88
2.94,8.8
7.78,0.56
4.66,1.75
8.2,3.08
9.3,4.87
3.71,9.12
8.24,2.09
5.94,2.24
8.82,4.1
0.48,3.64
5.22,7.73
0.65,2.94
6.45,5.11
8.58,3.32
2.98,0.92
5.14,9.61
4.03,9.45
8.59,9.63
2.72,7.88
0.43,9.71
8.65,1.56
9.01,0.1
4.73,2.97
1.79,9.79
0.79,9.82
1.0,2.53
0.69,7.52
5.92,3.4
6.21,7.81
9.93,4.12
6.55,9.26
2.25,1.88
7.54,1.99
7.1,9.78
3.85,3.59
2.47,1.21
3.98,9.97
1.54,2.1
9.91,7.4
6.49,7.28
1.89,8.16
5.35,5.46
0.12,6.98
9.81,4.99
9.79,5.19
8.7,3.9
9.41,3.98
6.07,1.18
5.76,7.64
0.9,5.83
0.97,7.52
5.74,5.93
0.59,3.27
2.08,3.3
9.1,6.19
5.62,2.62
6.85,2.34
1.92,0.64
1.08,7.53
7.61,0.43
4.88,4.11
7.63,8.46
4.13,6.38
3.63,6.27
7.39,9.96
9.52,5.39
6.74,7.78
5.0,9.71
1.24,3.6
5.28,4.38
2.02,8.7
4.71,3.33
7.95,5.6
0.9,7.32
9.74,6.87
1.53,1.32
2.38,6.17
4.34,0.74
4.12,8.54
6.87,5.12
0.04,8.27
9.9,0.12
6.89,7.44
1.26,6.42
7.44,0.73
4.44,0.26
8.66,6.49
4.48,6.82
2.21,3.56
4.04,9.3
1.76,8.95
2.1,2.61
7.79,4.21
4.24,3.57
0.53,9.71
2.45,0.12
6.39,9.8
5.66,6.04
6.6,3.11
7.37,6.3
2.96,0.41
8.96,9.43
9.99,5.83
4.8,0.72
6.92,5.12
6.68,0.05
2.73,0.74
3.68,3.08
8.01,9.79
8.01,8.18
8.95,2.58
3.65,3.04
9.31,0.64
2.76,4.57
3.51,7.61
9.9,6.57
4.78,8.85
1.45,8.79
1.0,0.13
5.4,4.01
5.8,1.45
7.36,6.5
2.37,8.39
1.88,9.3
3.78,4.56
3.64,9.18
5.19,0.9
7.49,0.26
9.97,4.01
9.86,1.44
1.06,5.62
6.29,6.14
6.19,6.97
3.61,2.63
9.81,0.44
1.21,0.77
4.8,8.27
1.16,0.16
3.18,5.41
6.16,7.43
1.35,1.42
8.99,8.58
7.55,6.94
1.68,7.1
3.6,4.8
3.28,7.76
4.96,0.4
6.55,1.89
7.42,8.13
4.61,4.05
1.63,1.51
1.22,1.22
0.34,5.06
7.28,4.79
2.41,7.06
7.31,1.33
6.17,9.55
7.39,7.17
1.06,8.85
5.35,1.55
9.15,8.12
0.18,9.2
2.72,9.33
3.7,2.74
9.63,5.9
9.0,3.07
7.96,6.13
2.04,5.09
4.99,9.31
1.09,8.53
2.06,9.59
1.68,8.4
0.11,8.62
0.22,6.99
1.74,8.89
3.71,9.13
1.27,6.12
4.68,8.34
0.76,0.59
7.16,3.78
1.52,4.46
8.56,1.61
0.27,0.77
7.88,4.11
5.72,3.91
7.26,9.32
3.1,6.02
0.35,5.41
5.38,5.43
0.78,8.76
2.87,6.03
6.69,4.64
7.87,2.33
9.55,1.49
3.82,7.78
2.27,3.12
1.93,2.19
0.83,3.23
1.62,2.54
9.3,4.05
6.86,0.22
3.99,0.52
9.96,7.49
0.14,2.86
3.54,5.45
2.26,6.04
3.37,3.1
0.36,6.69
7.49,2.27
6.75,5.18
9.71,9.16
4.95,5.72
2.31,1.54
1.01,5.05
3.39,7.64
8.8,8.78
1.66,3.44
6.26,6.2
3.55,4.96
0.08,5.33
2.33,1.53
4.56,1.59
7.32,7.12
3.32,9.36
8.66,7.06
1.28,1.04
9.51,6.48
9.07,5.9
2.93,6.1
2.34,0.16
3.56,4.02
0.74,0.91
3.01,7.3
8.17,5.71
8.81,4.41
3.88,6.56
9.85,2.18
1.76,8.56
6.61,6.64
4.96,2.34
1.04,9.8
0.75,7.8
3.6,5.93
7.16,3.1
1.23,8.14
3.03,4.59
5.55,4.83
1.02,3.83
2.84,0.71
3.84,7.77
6.64,3.82
1.33,6.56
2.98,3.77
8.04,6.62
3.91,7.59
8.23,4.17
8.26,4.83
0.6,5.94
7.82,3.78
6.03,6.15
6.57,3.85
2.61,1.46
0.63,0.58
9.76,2.15
2.31,9.14
8.11,1.74
6.86,4.43
6.72,9.41
1.86,1.67
4.77,8.25
9.4,4.35
4.93,3.39
2.64,4.6
8.44,6.12
6.61,9.1
1.56,6.13
0.49,2.16
8.71,8.08
0.59,8.51
8.64,1.44
1.16,6.89
1.04,3.33
1.02,7.03
0.13,6.0
7.23,4.73
1.63,2.41
4.81,8.08
6.45,0.47
8.21,3.38
1.87,2.75
3.78,0.86
0.3,2.74
3.2,2.12
5.01,2.28
5.23,6.21
3.71,1.12
3.49,9.07
8.73,0.43
1.8,5.67
0.18,0.6
1.44,3.55
6.88,8.06
3.65,1.11
7.25,0.23
7.15,9.67
3.28,7.64
5.3,4.28
1.83,7.87
0.7,7.57
8.39,6.79
3.87,2.5
3.55,8.04
4.99,3.87
3.97,9.32
5.51,1.99
3.61,7.54
6.17,8.58
6.14,6.8
0.76,2.39
1.3,2.01
0.5,0.66
7.32,2.69
3.35,5.61
0.2,5.37
4.17,3.58
6.65,4.68
3.57,4.72
9.8,9.39
9.23,4.95
8.47,7.25
7.3,8.92
9.15,8.96
0.47,0.59
9.9,2.78
7.78,3.35
2.26,7.98
9.61,9.6
5.55,3.75
1.78,3.04
5.83,5.95
8.09,2.44
0.82,6.76
9.28,9.45
9.48,3.45
1.97,8.3
0.01,4.56
6.48,5.9
5.75,2.52
1.25,8.66
5.99,3.73
6.85,1.91
0.52,6.43
5.51,0.21
8.65,3.55
3.8,0.03
9.83,7.43
3.18,9.78
3.03,5.85
7.11,9.92
5.39,4.13
7.83,5.27
5.66,1.23
2.07,2.73
2.09,2.39
8.94,9.66
1.43,9.05
0.2,7.96
5.6,8.24
5.62,2.7
3.51,1.78
3.52,1.63
4.15,1.0
7.79,3.57
2.08,1.57
9.4,9.6
8.78,9.27
5.72,7.66
2.39,7.35
4.51,8.36
8.7,1.36
3.29,2.1
1.38,0.31
7.13,1.75
6.15,8.62
3.89,4.56
8.68,4.79
7.17,4.68
5.88,0.67
5.74,7.41
6.76,0.14
6.27,0.1
1.84,0.17
6.53,5.1
7.47,4.06
6.54,1.21
9.32,2.43
6.48,2.26
0.11,9.34
8.65,9.92
1.74,1.48
1.46,6.31
5.27,7.61
3.79,3.42
3.36,3.27
4.83,0.63
4.21,4.05
9.39,2.41
2.59,2.53
7.08,1.35
8.19,5.59
2.56,6.22
3.66,2.19
4.28,3.13
5.54,8.81
9.05,6.81
9.08,6.11
4.19,4.71
3.7,7.06
3.72,1.44
6.96,6.16
3.38,5.71
1.21,3.46
7.25,6.24
2.83,6.61
7.64,4.4
5.84,7.72
7.81,9.86
6.26,9.15
2.93,5.19
5.67,2.32
6.72,0.01
2.29,3.47
1.7,0.6
5.11,6.19
2.19,6.21
8.92,1.77
5.38,9.59
3.07,0.62
2.14,6.47
9.25,8.59
1.16,8.11
9.59,4.76
9.57,4.38
6.84,6.7
5.11,0.22
0.01,9.84
0.47,9.58
8.49,3.74
5.01,9.55
3.9,9.98
2.91,1.8
2.52,5.06
2.62,2.68
3.69,4.11
2.34,7.71
3.95,2.87
1.57,0.25
8.55,8.47
2.66,0.59
9.04,8.42
2.8,4.49
7.33,3.38
7.22,8.65
9.35,2.06
0.2,0.63
8.63,6.92
5.55,0.81
0.83,4.37
6.05,9.42
9.55,5.93
0.81,9.57
0.33,3.51
2.34,0.44
4.6,0.23
9.47,2.42
8.98,0.52
0.67,1.12
4.63,8.31
9.25,5.37
6.63,7.62
1.14,3.28
9.69,7.5
7.87,9.39
4.12,5.44
0.98,9.5
4.42,4.42
6.09,0.41
2.75,5.09
1.44,3.07
8.79,5.88
2.28,1.27
8.17,1.97
1.3,4.24
6.05,9.68
5.89,2.36
6.19,6.38
8.44,1.31
1.6,2.15
8.58,7.2
6.87,4.33
1.05,2.53
0.93,7.72
8.54,8.19
0.51,6.51
5.26,0.54
4.08,2.3
9.2,0.13
2.07,2.3
8.81,8.92
6.51,9.4
3.01,1.57
0.03,0.76
2.58,5.87
0.34,5.63
4.27,3.57
9.89,4.95
1.44,0.92
0.73,9.78
4.97,0.83
2.54,0.19
6.48,4.51
6.67,5.69
0.0,9.88
7.25,2.83
5.54,5.47
2.57,0.63
7.75,7.41
0.91,4.65
5.82,3.14
7.41,5.08
2.09,0.28
8.59,0.03
4.05,5.52
3.02,5.71
2.9,6.35
3.65,7.7
6.87,2.75
2.23,3.61
1.6,4.28
8.73,9.34
2.24,0.26
7.69,5.01
7.16,6.68
9.51,9.62
4.46,2.94
0.61,6.66
2.19,8.65
1.49,4.08
7.74,5.9
4.57,6.57
3.83,6.4
3.4,9.25
8.15,5.49
2.03,9.05
5.62,7.69
6.13,5.12
7.26,7.37
2.51,5.12
5.3,8.67
2.23,4.4
2.13,3.77
8.83,1.19
3.23,8.25
7.46,2.72
5.62,2.1
2.06,5.77
6.37,4.29
7.19,5.34
0.45,9.23
9.5,5.96
6.61,4.43
4.32,3.3
4.1,4.95
9.68,3.1
7.88,5.64
0.54,4.74
1.03,7.25
5.34,5.99
6.69,4.37
4.38,0.7
2.64,2.45
6.19,8.5
3.62,1.51
1.42,5.07
0.69,5.81
6.38,3.4
0.66,1.6
2.91,2.31
3.92,3.27
5.06,5.01
8.38,4.98
8.38,5.16
9.93,3.12
1.88,4.15
0.58,7.12
1.34,4.07
0.29,2.36
7.9,7.14
4.35,9.8
6.21,4.29
5.45,1.59
5.61,7.77
8.17,8.57
1.8,3.62
0.39,5.05
0.43,6.55
4.84,2.32
6.39,9.32
4.56,4.07
8.14,8.74
7.15,0.5
7.55,5.96
8.68,7.43
3.26,3.64
7.95,4.47
9.09,7.33
7.6,1.42
2.24,4.04
7.27,6.93
7.87,6.81
8.18,2.85
4.3,8.85
8.84,0.26
9.37,3.79
1.88,1.64
0.69,1.08
1.17,5.43
3.99,3.69
0.43,7.12
0.15,4.57
7.22,7.04
5.71,8.87
8.76,0.14
3.88,8.8
3.85,8.89
6.68,3.85
8.46,9.73
5.11,4.02
5.9,2.91
3.41,2.13
7.81,4.17
8.88,8.46
1.68,1.27
8.66,2.0
1.08,6.21
5.01,1.19
5.97,1.66
4.5,1.11
4.42,0.62
8.18,8.35
3.41,7.93
7.27,3.85
5.57,9.07
2.13,4.98
0.42,8.34
0.44,2.6
4.62,5.36
8.71,0.46
1.38,3.68
9.8,5.3
1.29,9.68
3.45,8.06
7.21,0.03
5.36,6.54
6.38,4.34
5.0,6.66
6.66,9.39
8.37,3.01
4.35,5.43
2.32,9.79
5.77,0.25
1.42,3.6
8.14,7.2
7.02,1.7
3.96,1.42
8.57,3.7
3.75,8.31
0.67,1.84
0.86,3.16
6.76,3.74
7.41,2.13
6.56,4.72
6.94,1.67
4.38,9.22
8.65,3.05
0.48,0.88
1.38,9.87
9.65,9.03
5.37,8.59
5.14,7.38
1.78,3.66
4.02,4.99
9.97,0.93
4.75,3.51
3.58,8.5
5.58,1.22
6.71,4.13
6.38,8.96
5.61,3.03
4.55,8.38
0.31,6.49
1.98,3.07
1.74,0.93
3.19,2.72
9.54,3.57
8.47,1.39
2.57,7.47
6.66,9.59
3.4,2.36
1.58,8.43
3.37,3.55
8.36,0.6
0.81,4.27
1.66,6.4
8.15,4.18
6.32,7.85
7.5,7.54
2.25,4.06
9.82,7.84
8.25,0.51
1.17,8.34
2.44,1.63
4.63,9.74
2.51,8.83
2.91,2.83
4.21,7.16
5.89,9.03
6.46,4.86
1.83,1.62
0.1,3.12
6.86,1.71
4.33,5.29
1.81,3.47
8.56,4.11
1.49,8.11
8.88,8.68
0.87,5.46
2.24,4.44
2.87,5.55
0.42,8.03
0.31,2.91
8.33,3.92
1.59,4.85
3.3,4.0
7.84,7.37
5.38,0.57
7.64,8.46
3.3,6.04
9.91,7.89
4.53,4.38
1.53,3.49
1.62,9.98
4.43,0.56
0.97,3.1
7.8,9.78
7.63,8.92
4.71,4.86
9.6,2.11
3.23,8.17
7.65,5.76
3.55,7.08
4.41,3.43
8.41,5.3
9.44,7.41
6.73,1.24
7.06,4.68
9.44,5.92
1.58,8.99
3.91,6.65
8.35,4.33
8.29,9.2
3.95,6.15
8.72,9.19
3.29,0.4
9.95,2.79
4.28,7.85
0.09,6.56
4.79,3.71
7.08,5.57
0.82,5.85
0.49,3.8
5.32,4.08
5.99,6.24
8.79,8.42
4.04,8.16
5.22,3.71
9.8,2.69
5.05,8.71
9.72,6.07
7.95,5.84
2.92,7.32
6.95,4.44
4.29,9.85
8.82,2.27
8.18,6.29
2.51,5.89
0.91,5.75
8.23,7.03
5.91,4.17
8.39,7.27
5.56,9.36
4.4,5.98
0.54,5.76
1.54,0.11
6.74,5.36
3.08,2.17
7.46,0.47
8.89,2.28
9.48,4.99
2.73,6.93
0.35,1.31
1.28,7.29
4.04,0.19
2.42,2.01
1.99,6.13
8.94,2.14
3.35,9.61
6.85,4.75
2.72,3.91
0.28,1.54
1.45,8.38
9.05,6.27
9.94,2.46
0.66,9.34
6.1,4.68
4.31,2.13
4.08,3.85
0.51,3.81
8.66,9.9
2.59,9.12
4.99,9.79
9.98,0.16
5.47,1.05
2.23,3.7
6.11,5.16
9.19,6.19
0.64,6.86
2.24,5.92
1.25,1.61
4.45,6.77
6.9,8.99
0.8,1.4
4.43,1.61
1.0,2.89
9.68,3.83
9.85,4.14
6.1,1.48
4.9,7.18
6.97,4.49
9.08,7.36
4.75,7.94
6.97,9.47
1.71,3.9
2.78,6.89
7.35,5.64
0.07,6.83
7.27,4.78
3.75,1.03
3.44,1.47
6.75,6.12
1.35,1.9
0.01,6.2
1.81,3.84
2.87,1.67
0.58,4.26
3.38,2.64
9.46,1.01
8.63,8.15
8.5,5.24
0.22,4.73
8.71,5.89
1.96,4.31
0.19,4.07
9.97,0.33
6.11,8.61
4.24,5.94
4.97,2.7
2.65,4.88
0.12,5.22
2.2,2.31
3.46,8.68
6.43,0.1
3.03,7.94
3.22,3.99
2.44,1.88
2.43,2.34
9.81,0.73
7.31,1.4
6.46,2.12
1.29,0.54
6.01,9.52
7.8,2.64
0.77,4.81
5.71,6.89
4.01,3.23
9.46,4.02
2.92,3.61
7.18,5.36
1.09,6.19
2.73,8.92
8.49,8.05
3.04,0.07
0.94,6.4
8.39,9.6
4.32,6.55
5.72,6.53
5.56,5.8
2.73,1.49
9.43,8.85
1.95,9.27
8.38,3.98
2.58,4.13
5.62,6.25
2.35,6.2
4.29,6.55
4.19,0.32
0.24,4.9
1.88,2.84
1.28,8.79
1.13,5.1
2.8,5.74
7.83,9.15
1.86,8.23
0.49,3.57
9.89,6.85
3.12,4.0
1.62,4.29
2.14,4.83
1.1,1.46
6.65,2.99
2.15,9.87
6.85,8.41
5.96,2.52
3.33,1.57
7.45,4.79
3.36,5.62
7.98,6.04
5.5,0.88
5.79,3.98
6.84,7.85
5.33,2.66
4.5,4.14
1.52,7.42
8.85,4.54
8.87,5.8
8.14,0.13
8.73,3.45
0.8,5.32
1.57,0.23
0.84,9.42
3.25,8.8
1.33,1.58
9.12,9.37
3.97,9.83
7.26,3.07
8.56,1.08
7.32,3.51
0.9,1.81
3.77,0.1
2.73,0.43
9.58,3.22
7.16,3.33
6.6,0.18
6.16,7.99
0.04,9.06
2.32,4.4
7.41,6.82
5.87,8.68
1.59,9.04
8.55,4.02
7.89,6.9
3.54,1.21
8.21,4.02
9.3,2.85
9.97,1.68
2.51,5.81
0.61,6.06
3.1,7.11
1.9,0.39
4.69,7.42
6.07,6.24
0.16,8.42
0.39,5.97
2.47,9.72
3.95,9.15
3.19,2.01
2.53,2.31
0.89,3.65
0.48,3.05
0.92,8.05
9.48,3.61
2.57,5.14
9.93,8.19
4.69,1.03
7.52,6.58
9.45,8.3
6.52,3.77
5.34,1.72
3.09,9.66
2.68,8.23
9.7,6.32
9.17,8.52
8.82,7.34
3.13,6.94
8.98,2.94
9.07,4.39
0.67,2.71
1.83,4.98
7.55,3.33
1.61,1.36
9.34,9.12
2.81,4.67
8.7,5.02
8.96,5.94
1.97,7.56
5.42,4.32
8.94,0.79
1.74,4.92
5.07,9.14
6.47,9.98
5.78,8.83
4.85,7.91
1.05,3.33
6.65,9.55
3.74,1.39
2.77,5.49
2.71,8.66
5.73,7.75
0.01,2.39
4.48,0.73
8.96,2.32
5.36,5.06
4.94,7.95
1.21,7.51
9.65,6.82
9.62,4.22
2.03,7.13
7.31,4.86
2.62,5.87
8.67,9.66
0.52,6.26
9.55,8.22
1.08,6.97
1.83,9.8
2.46,8.45
6.23,3.34
4.68,2.66
5.01,5.82
